longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,distance_LA,distance_SF,ratio_population_households,ratio_rooms_bedrooms
-122.11,38.0,9.0,3424.0,583.0,1460.0,543.0,5.76,212600.0,NEAR BAY,559.8632452326958,36.92812088788437,2.6887661141804786,5.873070325900515
-122.08,37.99,19.0,4657.0,739.0,1914.0,732.0,5.0509,199900.0,NEAR BAY,557.3340289143636,38.20068066240939,2.6147540983606556,6.301759133964818
-122.09,37.99,19.0,3073.0,506.0,1773.0,493.0,5.4496,205400.0,NEAR BAY,557.890503376951,37.520339364397124,3.5963488843813387,6.073122529644269
-122.11,37.99,16.0,3913.0,710.0,1782.0,676.0,5.1297,206700.0,NEAR BAY,559.0061233092147,36.185148337342476,2.636094674556213,5.511267605633803
-122.11,37.99,10.0,2864.0,514.0,1300.0,507.0,4.3875,287700.0,NEAR BAY,559.0061233092147,36.185148337342476,2.5641025641025643,5.571984435797665
-122.08,37.97,9.0,2643.0,439.0,1105.0,467.0,6.6579,245200.0,NEAR BAY,555.6168838221948,36.852531022592274,2.366167023554604,6.020501138952164
-122.09,37.97,5.0,5303.0,779.0,2017.0,727.0,6.9961,294100.0,NEAR BAY,556.1752240407784,36.146630352425674,2.7744154057771664,6.807445442875482
-122.11,37.98,11.0,4371.0,679.0,1790.0,660.0,6.135,297300.0,NEAR BAY,558.1498980682968,35.461481291729484,2.712121212121212,6.437407952871871
-122.09,37.98,14.0,5381.0,871.0,2296.0,872.0,5.6875,211000.0,NEAR BAY,557.0324152536411,36.82310352574718,2.63302752293578,6.177956371986223
-122.12,37.99,33.0,1660.0,277.0,741.0,261.0,4.675,225400.0,NEAR BAY,559.5652634418728,35.53125655748004,2.839080459770115,5.992779783393502
-122.1,37.97,18.0,4326.0,655.0,1753.0,646.0,5.6931,269600.0,NEAR BAY,556.7344548767034,35.448407637462175,2.7136222910216716,6.604580152671756
-122.1,37.96,20.0,3796.0,650.0,1679.0,611.0,4.3571,228200.0,NEAR BAY,555.8791002375318,34.780649549963826,2.747954173486088,5.84
-122.1,37.96,25.0,1374.0,206.0,569.0,235.0,6.3699,235500.0,NEAR BAY,555.8791002375318,34.780649549963826,2.421276595744681,6.669902912621359
-122.07,37.99,28.0,3310.0,574.0,1811.0,597.0,4.5401,166900.0,NEAR BAY,556.7784483561521,38.88892638571024,3.033500837520938,5.7665505226480835
-122.07,37.98,12.0,6915.0,1639.0,2940.0,1468.0,4.0154,186100.0,NEAR BAY,555.9184961515774,38.21685378529203,2.002724795640327,4.219035997559487
-122.07,37.97,20.0,1705.0,353.0,856.0,341.0,3.7262,211800.0,NEAR BAY,555.0594369145063,37.565676810732114,2.5102639296187683,4.830028328611898
-122.07,37.96,34.0,1692.0,290.0,836.0,289.0,5.0172,197100.0,NEAR BAY,554.2012747974874,36.936500625250446,2.8927335640138407,5.834482758620689
-122.06,37.96,37.0,1784.0,313.0,788.0,304.0,4.2917,189600.0,NEAR BAY,553.6437874580105,37.66861307977011,2.5921052631578947,5.699680511182109
-122.08,37.96,21.0,9135.0,1534.0,3748.0,1502.0,6.0859,266000.0,NEAR BAY,554.7596578446961,36.21086617336123,2.4953395472703064,5.955019556714472
-122.06,37.95,36.0,2213.0,386.0,950.0,370.0,4.7386,186400.0,NEAR BAY,552.785588205566,37.07465016863022,2.5675675675675675,5.733160621761658
-122.07,37.95,39.0,2199.0,388.0,1025.0,385.0,4.5893,190000.0,NEAR BAY,553.3440139744797,36.33046828515532,2.6623376623376624,5.667525773195877
-122.08,37.95,24.0,3173.0,548.0,1351.0,536.0,5.0672,243000.0,NEAR BAY,553.9033351383041,35.592379234162486,2.5205223880597014,5.79014598540146
-122.08,37.95,33.0,1043.0,157.0,425.0,148.0,4.8702,235600.0,NEAR BAY,553.9033351383041,35.592379234162486,2.8716216216216215,6.643312101910828
-122.07,37.96,37.0,1217.0,199.0,552.0,194.0,5.0445,196200.0,NEAR BAY,554.2012747974874,36.936500625250446,2.845360824742268,6.115577889447236
-122.06,37.96,10.0,7136.0,1691.0,2959.0,1507.0,3.9816,182000.0,NEAR BAY,553.6437874580105,37.66861307977011,1.9635036496350364,4.219988172678888
-122.05,37.95,34.0,1408.0,277.0,738.0,269.0,4.175,169400.0,NEAR BAY,552.2280605537928,37.82456525652221,2.7434944237918217,5.0830324909747295
-122.05,37.94,22.0,4162.0,1194.0,1804.0,1185.0,2.5459,179300.0,NEAR BAY,551.3698240725,37.266385489898425,1.5223628691983122,3.4857621440536013
-122.06,37.94,19.0,4005.0,972.0,1896.0,893.0,2.5268,235700.0,NEAR BAY,551.9282924554831,36.50490105418637,2.1231802911534157,4.12037037037037
-122.07,37.94,36.0,2639.0,488.0,1111.0,476.0,3.5057,205100.0,NEAR BAY,552.4876586409493,35.748756850930526,2.3340336134453783,5.407786885245901
-122.07,37.94,30.0,1260.0,276.0,707.0,221.0,2.892,220800.0,NEAR BAY,552.4876586409493,35.748756850930526,3.1990950226244346,4.565217391304348
-122.08,37.93,35.0,4043.0,689.0,1832.0,662.0,5.0761,233200.0,NEAR BAY,552.1934163436347,34.42988895426871,2.7673716012084593,5.867924528301887
-122.08,37.94,44.0,2185.0,357.0,943.0,366.0,4.725,232100.0,NEAR BAY,553.0479198988319,34.99829902068305,2.5765027322404372,6.120448179271708
-122.07,37.94,43.0,1454.0,234.0,683.0,258.0,4.475,265700.0,NEAR BAY,552.4876586409493,35.748756850930526,2.647286821705426,6.213675213675214
-122.09,37.95,32.0,1339.0,209.0,601.0,209.0,6.0265,247900.0,NEAR BAY,554.4635489814268,34.86077002770877,2.875598086124402,6.4066985645933014
-122.09,37.94,29.0,6895.0,1022.0,2634.0,1022.0,6.1922,273200.0,NEAR BAY,553.6090735057453,34.253901317187946,2.5772994129158513,6.7465753424657535
-122.04,38.0,16.0,3077.0,733.0,1447.0,709.0,3.2484,91100.0,NEAR BAY,555.9807302758692,41.65371174409397,2.0409026798307477,4.1978171896316505
-122.04,37.99,32.0,1504.0,279.0,749.0,267.0,3.2,134500.0,NEAR BAY,555.1170969845178,40.9970864598522,2.805243445692884,5.39068100358423
-122.04,37.99,36.0,2765.0,495.0,1478.0,441.0,4.125,136200.0,NEAR BAY,555.1170969845178,40.9970864598522,3.3514739229024944,5.585858585858586
-122.05,37.97,16.0,60.0,10.0,65.0,19.0,6.1359,250000.0,NEAR BAY,553.9472338385316,39.012110406532784,3.4210526315789473,6.0
-122.06,37.99,16.0,2445.0,469.0,721.0,474.0,2.8043,87500.0,NEAR BAY,556.2237643868068,39.58466423370995,1.521097046413502,5.21321961620469
-122.06,37.99,17.0,1319.0,316.0,384.0,269.0,1.8229,137500.0,NEAR BAY,556.2237643868068,39.58466423370995,1.4275092936802973,4.174050632911392
-122.05,38.0,36.0,2476.0,472.0,1213.0,393.0,3.7333,136400.0,NEAR BAY,556.5326819766507,40.95560520444105,3.0865139949109417,5.245762711864407
-122.05,38.0,16.0,1085.0,217.0,356.0,232.0,2.3462,75000.0,NEAR BAY,556.5326819766507,40.95560520444105,1.5344827586206897,5.0
-122.03,37.98,16.0,1209.0,477.0,627.0,482.0,1.3894,156300.0,NEAR BAY,553.7014352377429,41.08758693384941,1.3008298755186722,2.5345911949685536
-122.04,37.97,10.0,974.0,316.0,631.0,286.0,2.3152,140600.0,NEAR BAY,553.3924830898372,39.74466517339886,2.2062937062937062,3.0822784810126582
-122.03,38.0,25.0,3577.0,581.0,1753.0,593.0,5.7295,178300.0,NEAR BAY,555.4296835067149,42.35849442038668,2.9561551433389543,6.156626506024097
-122.03,38.01,27.0,3228.0,562.0,1666.0,588.0,4.5707,175900.0,NEAR BAY,556.2951247938978,43.022987252727134,2.8333333333333335,5.7437722419928825
-122.04,37.99,38.0,2675.0,541.0,1378.0,480.0,3.8897,139900.0,NEAR BAY,555.1170969845178,40.9970864598522,2.870833333333333,4.944547134935305
-122.03,37.98,45.0,2842.0,567.0,1261.0,535.0,3.6042,138200.0,NEAR BAY,553.7014352377429,41.08758693384941,2.3570093457943924,5.012345679012346
-122.02,38.0,28.0,2965.0,533.0,1591.0,472.0,4.6375,178200.0,NEAR BAY,554.8795443710662,43.06962548579839,3.3707627118644066,5.562851782363977
-122.03,37.99,35.0,3103.0,537.0,1614.0,566.0,4.9022,169300.0,NEAR BAY,554.5651189523683,41.713061569825186,2.851590106007067,5.778398510242086
-122.02,37.99,37.0,2247.0,416.0,1237.0,397.0,4.45,161900.0,NEAR BAY,554.0140483106485,42.43510769334144,3.115869017632242,5.4014423076923075
-122.03,37.99,37.0,1755.0,327.0,882.0,350.0,4.59,166600.0,NEAR BAY,554.5651189523683,41.713061569825186,2.52,5.36697247706422
-122.03,37.98,44.0,1254.0,252.0,498.0,217.0,3.4531,148900.0,NEAR BAY,553.7014352377429,41.08758693384941,2.294930875576037,4.976190476190476
-122.01,37.98,25.0,1476.0,336.0,777.0,297.0,3.5179,165500.0,NEAR BAY,552.5983367592096,42.55895577209573,2.6161616161616164,4.392857142857143
-122.01,37.98,29.0,2001.0,373.0,956.0,370.0,4.317,194000.0,NEAR BAY,552.5983367592096,42.55895577209573,2.5837837837837836,5.3646112600536195
-122.0,37.98,32.0,1013.0,169.0,436.0,173.0,5.1118,226900.0,INLAND,552.048155044069,43.30257689108176,2.520231213872832,5.994082840236686
-122.0,37.97,27.0,2491.0,428.0,1171.0,431.0,5.1021,202800.0,INLAND,551.1825488875343,42.72963524689067,2.7169373549883993,5.820093457943925
-122.01,37.97,32.0,3012.0,527.0,1288.0,512.0,3.6449,211500.0,NEAR BAY,551.7336666544018,41.975761971851625,2.515625,5.7153700189753325
-122.02,37.98,40.0,1797.0,401.0,756.0,369.0,2.8456,165500.0,NEAR BAY,553.1494310673327,41.82053237010569,2.048780487804878,4.4812967581047385
-122.02,37.98,37.0,1474.0,343.0,782.0,331.0,3.4187,161700.0,NEAR BAY,553.1494310673327,41.82053237010569,2.3625377643504533,4.297376093294461
-122.0,37.99,28.0,4035.0,641.0,1881.0,659.0,5.4607,192300.0,INLAND,552.9146400697264,43.896212105713396,2.8543247344461307,6.2948517940717625
-122.0,37.98,31.0,2030.0,337.0,867.0,341.0,5.0915,193200.0,INLAND,552.048155044069,43.30257689108176,2.5425219941348973,6.023738872403561
-121.99,37.98,23.0,2293.0,411.0,969.0,399.0,4.4536,184000.0,INLAND,551.4988886589745,44.05113249368208,2.4285714285714284,5.579075425790754
-121.99,37.97,28.0,2839.0,428.0,1372.0,443.0,6.2135,217200.0,INLAND,550.6323462132569,43.48815623498491,3.0970654627539504,6.633177570093458
-122.0,37.98,35.0,1192.0,201.0,535.0,172.0,4.9219,182000.0,INLAND,552.048155044069,43.30257689108176,3.11046511627907,5.930348258706467
-122.0,37.98,36.0,404.0,77.0,237.0,88.0,4.525,161300.0,INLAND,552.048155044069,43.30257689108176,2.6931818181818183,5.246753246753247
-122.01,37.98,34.0,1256.0,267.0,638.0,252.0,4.0507,161000.0,NEAR BAY,552.5983367592096,42.55895577209573,2.5317460317460316,4.704119850187266
-122.01,37.99,28.0,1900.0,401.0,918.0,351.0,3.7841,144900.0,NEAR BAY,553.4638877755891,43.16292014856149,2.6153846153846154,4.738154613466334
-121.95,37.96,18.0,2739.0,393.0,1072.0,374.0,6.1436,259500.0,INLAND,547.5713244175762,46.059183584719136,2.8663101604278074,6.969465648854962
-121.97,37.97,27.0,1691.0,289.0,807.0,296.0,6.1168,210500.0,INLAND,549.5346971556357,45.01820016375979,2.7263513513513513,5.85121107266436
-121.97,37.97,24.0,1330.0,183.0,656.0,205.0,5.0092,244100.0,INLAND,549.5346971556357,45.01820016375979,3.2,7.26775956284153
-121.97,37.96,28.0,1433.0,290.0,877.0,313.0,4.7891,184800.0,INLAND,548.6671582812027,44.4954723069846,2.801916932907348,4.941379310344828
-121.96,37.96,28.0,1838.0,273.0,899.0,270.0,5.2145,229200.0,INLAND,548.1187783872754,45.27556942039022,3.3296296296296295,6.732600732600733
-121.96,37.95,7.0,3418.0,740.0,1583.0,676.0,3.6133,196100.0,INLAND,547.251179391577,44.78357119081841,2.341715976331361,4.618918918918919
-121.98,37.96,22.0,2987.0,,1420.0,540.0,3.65,204100.0,INLAND,549.2164613200366,43.71908052255733,2.6296296296296298,
-121.97,37.97,26.0,1977.0,264.0,817.0,273.0,5.7512,240200.0,INLAND,549.5346971556357,45.01820016375979,2.9926739926739927,7.488636363636363
-121.98,37.97,26.0,2714.0,390.0,1232.0,409.0,5.9617,231100.0,INLAND,550.0830613832611,44.2510859248143,3.0122249388753057,6.958974358974359
-121.98,37.97,26.0,2738.0,428.0,1316.0,430.0,5.2442,213200.0,INLAND,550.0830613832611,44.2510859248143,3.0604651162790697,6.397196261682243
-121.99,37.97,22.0,2823.0,509.0,1271.0,474.0,5.1333,207200.0,INLAND,550.6323462132569,43.48815623498491,2.681434599156118,5.546168958742633
-121.99,37.97,30.0,3320.0,589.0,1470.0,543.0,4.6071,184100.0,INLAND,550.6323462132569,43.48815623498491,2.707182320441989,5.636672325976231
-122.0,37.96,32.0,3364.0,666.0,1980.0,678.0,3.7,179000.0,INLAND,550.3178257473161,42.178230475004256,2.920353982300885,5.051051051051051
-122.0,37.96,28.0,4071.0,713.0,2033.0,647.0,4.5833,190700.0,INLAND,550.3178257473161,42.178230475004256,3.142194744976816,5.709677419354839
-121.96,37.95,13.0,3216.0,765.0,1627.0,715.0,3.0859,167800.0,INLAND,547.251179391577,44.78357119081841,2.2755244755244757,4.203921568627451
-121.97,37.95,8.0,4253.0,709.0,1883.0,662.0,5.431,246700.0,INLAND,547.8005004014358,43.99464281382452,2.8444108761329305,5.998589562764457
-121.98,37.96,12.0,5048.0,1122.0,2209.0,1014.0,3.1573,126700.0,INLAND,549.2164613200366,43.71908052255733,2.178500986193294,4.499108734402852
-121.99,37.96,16.0,3324.0,479.0,1470.0,461.0,7.6166,260400.0,INLAND,549.7666847308882,42.94659503238127,3.188720173535792,6.939457202505219
-121.99,37.96,17.0,2756.0,423.0,1228.0,426.0,5.5872,200600.0,INLAND,549.7666847308882,42.94659503238127,2.8826291079812205,6.515366430260047
-121.98,37.95,14.0,6290.0,854.0,2724.0,820.0,6.7371,267400.0,INLAND,548.3507443246577,43.209145212580154,3.321951219512195,7.365339578454333
-121.98,37.95,16.0,2984.0,406.0,1317.0,397.0,6.7821,265900.0,INLAND,548.3507443246577,43.209145212580154,3.3173803526448364,7.349753694581281
-122.01,37.97,34.0,3259.0,498.0,1250.0,478.0,5.3794,206200.0,NEAR BAY,551.7336666544018,41.975761971851625,2.6150627615062763,6.544176706827309
-122.02,37.97,36.0,2342.0,436.0,1191.0,416.0,4.0,171000.0,NEAR BAY,552.2856967685725,41.22679138385292,2.862980769230769,5.371559633027523
-122.03,37.97,45.0,1613.0,338.0,865.0,336.0,3.25,151100.0,NEAR BAY,552.8386364911917,40.482995604547654,2.574404761904762,4.772189349112426
-122.04,37.97,26.0,2470.0,626.0,1174.0,573.0,2.9861,160900.0,NEAR BAY,553.3924830898372,39.74466517339886,2.048865619546248,3.9456869009584663
-122.03,37.97,20.0,3968.0,931.0,2629.0,903.0,2.9915,166700.0,NEAR BAY,552.8386364911917,40.482995604547654,2.91140642303433,4.262083780880773
-122.04,37.96,16.0,2913.0,723.0,1705.0,693.0,2.9097,106300.0,NEAR BAY,552.531510766373,39.150815127633074,2.4603174603174605,4.029045643153527
-122.04,37.97,21.0,6445.0,1839.0,3621.0,1735.0,2.5841,112500.0,NEAR BAY,553.3924830898372,39.74466517339886,2.0870317002881844,3.504622077215878
-122.04,37.97,39.0,1323.0,245.0,705.0,261.0,3.1968,151000.0,NEAR BAY,553.3924830898372,39.74466517339886,2.7011494252873565,5.4
-122.04,37.96,20.0,1143.0,346.0,578.0,298.0,2.2411,151800.0,NEAR BAY,552.531510766373,39.150815127633074,1.9395973154362416,3.3034682080924855
-122.05,37.96,35.0,2190.0,384.0,1154.0,401.0,3.8456,159800.0,NEAR BAY,553.0871985406561,38.40683307878276,2.8778054862842892,5.703125
-122.04,37.96,28.0,1207.0,252.0,724.0,252.0,3.6964,165700.0,NEAR BAY,552.531510766373,39.150815127633074,2.873015873015873,4.7896825396825395
-122.04,37.96,27.0,2587.0,729.0,1500.0,623.0,1.837,175000.0,NEAR BAY,552.531510766373,39.150815127633074,2.407704654895666,3.5486968449931413
-122.05,37.95,27.0,3513.0,791.0,1875.0,694.0,3.1838,182000.0,NEAR BAY,552.2280605537928,37.82456525652221,2.701729106628242,4.441213653603034
-122.05,37.95,20.0,563.0,107.0,246.0,123.0,5.4482,190800.0,NEAR BAY,552.2280605537928,37.82456525652221,2.0,5.261682242990654
-122.01,37.95,8.0,3866.0,539.0,1555.0,513.0,6.0901,298200.0,NEAR BAY,550.0069857940025,40.8752107599328,3.0311890838206628,7.172541743970315
-122.02,37.96,25.0,2615.0,368.0,935.0,366.0,6.6727,305100.0,NEAR BAY,551.4228495634519,40.65479756697207,2.5546448087431695,7.105978260869565
-122.03,37.96,20.0,2636.0,691.0,1142.0,627.0,2.1083,162500.0,NEAR BAY,551.9767268626352,39.90023690082028,1.821371610845295,3.8147612156295225
-122.03,37.95,14.0,3287.0,793.0,1601.0,716.0,3.1719,220500.0,NEAR BAY,551.1157105236654,39.34028107319441,2.2360335195530725,4.145018915510719
-122.02,37.95,25.0,1205.0,260.0,608.0,272.0,2.4519,208300.0,NEAR BAY,550.5608936227914,40.105481420004736,2.235294117647059,4.634615384615385
-122.03,37.95,32.0,1955.0,313.0,804.0,317.0,4.9485,202300.0,NEAR BAY,551.1157105236654,39.34028107319441,2.5362776025236595,6.246006389776358
-122.02,37.95,22.0,3526.0,510.0,1660.0,508.0,5.6642,237000.0,NEAR BAY,550.5608936227914,40.105481420004736,3.267716535433071,6.913725490196079
-122.02,37.94,23.0,3516.0,661.0,1465.0,623.0,4.2569,213100.0,NEAR BAY,549.6998331392476,39.5797871642112,2.351524879614767,5.3192133131618755
-122.01,37.94,23.0,3741.0,,1339.0,499.0,6.7061,322300.0,NEAR BAY,549.1449834002647,40.35964865449069,2.6833667334669338,
-122.02,37.94,19.0,3192.0,612.0,1317.0,594.0,4.125,267100.0,NEAR BAY,549.6998331392476,39.5797871642112,2.217171717171717,5.215686274509804
-122.01,37.94,26.0,1619.0,224.0,706.0,220.0,6.0704,268000.0,NEAR BAY,549.1449834002647,40.35964865449069,3.209090909090909,7.227678571428571
-122.01,37.94,18.0,2077.0,298.0,937.0,292.0,6.3809,273600.0,NEAR BAY,549.1449834002647,40.35964865449069,3.208904109589041,6.969798657718121
-122.0,37.95,9.0,2214.0,256.0,848.0,239.0,6.8145,339200.0,INLAND,549.4539897924725,41.649217980879996,3.5481171548117154,8.6484375
-122.01,37.93,25.0,2652.0,335.0,1062.0,334.0,7.5898,330200.0,NEAR BAY,548.2838786420152,39.86843940268064,3.179640718562874,7.916417910447761
-122.04,37.95,33.0,1653.0,334.0,814.0,328.0,3.1406,163100.0,NEAR BAY,551.6714337480125,38.57987921610608,2.481707317073171,4.949101796407185
-122.04,37.94,24.0,5732.0,873.0,2444.0,888.0,5.6292,231400.0,NEAR BAY,550.8122562287525,38.03288938878042,2.7522522522522523,6.565864833906071
-122.05,37.94,22.0,2105.0,354.0,993.0,365.0,4.6602,227800.0,NEAR BAY,551.3698240725,37.266385489898425,2.7205479452054795,5.946327683615819
-122.04,37.95,29.0,866.0,138.0,341.0,133.0,4.7188,197100.0,NEAR BAY,551.6714337480125,38.57987921610608,2.56390977443609,6.27536231884058
-122.05,37.95,22.0,5175.0,1213.0,2804.0,1091.0,2.85,144600.0,NEAR BAY,552.2280605537928,37.82456525652221,2.5701191567369386,4.266281945589448
-122.03,37.94,21.0,5541.0,776.0,2214.0,737.0,5.5777,279300.0,NEAR BAY,550.2555916676455,38.804115292670005,3.004070556309362,7.140463917525773
-122.03,37.93,21.0,4712.0,624.0,1773.0,615.0,6.0918,344800.0,NEAR BAY,549.396374509817,38.29273887995396,2.8829268292682926,7.551282051282051
-122.05,37.93,5.0,4274.0,1153.0,1503.0,881.0,4.0473,266500.0,NEAR BAY,550.5124933130804,36.73339188057622,1.706015891032917,3.7068516912402427
-122.05,37.93,15.0,7803.0,1603.0,2957.0,1546.0,4.45,184900.0,NEAR BAY,550.5124933130804,36.73339188057622,1.9126778783958602,4.867747972551466
-122.05,37.92,14.0,12713.0,2558.0,4741.0,2412.0,4.7094,234700.0,NEAR BAY,549.6560725136771,36.226696117030926,1.9655887230514095,4.9698983580922595
-122.02,37.92,26.0,5077.0,640.0,1872.0,636.0,7.4713,351200.0,NEAR BAY,547.9804154239605,38.60308132749871,2.943396226415094,7.9328125
-122.03,37.92,23.0,3318.0,408.0,1124.0,393.0,6.5847,358800.0,NEAR BAY,548.5380632873972,37.807157745094415,2.8600508905852418,8.132352941176471
-122.01,37.91,21.0,10093.0,1269.0,3645.0,1219.0,7.6877,367700.0,NEAR BAY,546.564378998191,38.96271821018866,2.9901558654634948,7.9535066981875495
-122.03,37.91,29.0,5438.0,871.0,2310.0,890.0,5.0362,275300.0,NEAR BAY,547.6806622596833,37.34837802568084,2.595505617977528,6.243398392652124
-122.06,37.91,15.0,5393.0,1422.0,2133.0,1288.0,4.1612,232800.0,NEAR BAY,549.3618684956185,34.95252781968294,1.656055900621118,3.792545710267229
-122.06,37.9,25.0,5869.0,1685.0,2669.0,1554.0,2.6998,216100.0,NEAR BAY,548.508229140461,34.491284190975186,1.7175032175032174,3.483086053412463
-122.06,37.89,21.0,4985.0,1590.0,2575.0,1458.0,3.1002,114300.0,NEAR BAY,547.6555145900197,34.06010879865723,1.7661179698216736,3.1352201257861636
-122.07,37.93,45.0,1544.0,244.0,614.0,238.0,5.0255,226000.0,NEAR BAY,551.6322130139722,35.19257237179521,2.5798319327731094,6.327868852459017
-122.07,37.93,25.0,7201.0,1521.0,3264.0,1433.0,3.7433,252100.0,NEAR BAY,551.6322130139722,35.19257237179521,2.277739009071877,4.734385272846811
-122.07,37.92,26.0,3872.0,739.0,1629.0,684.0,4.4312,225000.0,NEAR BAY,550.7776813323272,34.6631436411923,2.3815789473684212,5.2395128552097425
-122.08,37.92,28.0,2377.0,469.0,1068.0,435.0,4.4561,250000.0,NEAR BAY,551.3398287117026,33.8884407539623,2.4551724137931035,5.068230277185501
-122.08,37.92,26.0,1733.0,265.0,796.0,274.0,6.195,264900.0,NEAR BAY,551.3398287117026,33.8884407539623,2.9051094890510947,6.539622641509434
-122.07,37.91,28.0,1731.0,295.0,810.0,295.0,5.0391,259800.0,NEAR BAY,549.9240678565978,34.161714641168096,2.7457627118644066,5.867796610169491
-122.07,37.91,33.0,1550.0,277.0,638.0,254.0,3.6833,292500.0,NEAR BAY,549.9240678565978,34.161714641168096,2.5118110236220472,5.595667870036101
-122.08,37.9,32.0,1075.0,170.0,486.0,173.0,5.0499,306800.0,NEAR BAY,549.635418282362,32.89169007828754,2.8092485549132946,6.323529411764706
-122.09,37.91,18.0,9576.0,1455.0,3486.0,1380.0,7.0895,306900.0,NEAR BAY,551.051145970423,32.59349985699789,2.526086956521739,6.581443298969072
-122.07,37.89,28.0,3410.0,746.0,1428.0,670.0,4.3864,266800.0,NEAR BAY,548.219612674834,33.24785281879769,2.1313432835820896,4.571045576407506
-122.08,37.89,39.0,3018.0,501.0,1223.0,489.0,6.2924,283900.0,NEAR BAY,548.7846040719968,32.439034701204314,2.5010224948875255,6.023952095808383
-122.08,37.9,29.0,4133.0,770.0,1691.0,744.0,5.1097,288000.0,NEAR BAY,549.635418282362,32.89169007828754,2.2728494623655915,5.367532467532468
-122.07,37.89,38.0,2139.0,343.0,809.0,340.0,5.5636,268800.0,NEAR BAY,548.219612674834,33.24785281879769,2.3794117647058823,6.236151603498542
-122.07,37.89,38.0,757.0,124.0,319.0,123.0,5.6558,263300.0,NEAR BAY,548.219612674834,33.24785281879769,2.5934959349593494,6.104838709677419
-122.06,37.88,34.0,4781.0,703.0,1879.0,714.0,6.5378,340900.0,NEAR BAY,546.8037291708823,33.66015715481639,2.6316526610644257,6.800853485064011
-122.05,37.87,30.0,2296.0,329.0,847.0,322.0,6.7192,397500.0,NEAR BAY,545.3877677935452,34.12657744451203,2.630434782608696,6.9787234042553195
-122.05,37.9,24.0,4125.0,1020.0,1699.0,873.0,2.9526,271000.0,NEAR BAY,547.9459778573071,35.296669805570914,1.9461626575028637,4.044117647058823
-122.05,37.9,32.0,2676.0,484.0,986.0,473.0,4.6528,335700.0,NEAR BAY,547.9459778573071,35.296669805570914,2.0845665961945032,5.528925619834711
-122.05,37.89,37.0,1677.0,269.0,689.0,283.0,4.2625,310600.0,NEAR BAY,547.0923125867436,34.87556242797573,2.4346289752650176,6.234200743494424
-122.04,37.89,33.0,2423.0,322.0,998.0,346.0,7.5349,349100.0,NEAR BAY,546.5300094412055,35.69399454095108,2.884393063583815,7.524844720496894
-122.05,37.9,32.0,4498.0,862.0,1818.0,851.0,4.8088,321200.0,NEAR BAY,547.9459778573071,35.296669805570914,2.136310223266745,5.218097447795824
-122.04,37.9,20.0,5467.0,1044.0,2310.0,963.0,5.6986,275800.0,NEAR BAY,547.3846257881282,36.10544907027081,2.398753894080997,5.236590038314176
-122.02,37.89,29.0,6349.0,858.0,2450.0,778.0,7.5,356200.0,NEAR BAY,545.4081108630531,37.339010054643985,3.1491002570694087,7.3997668997669
-122.04,37.88,32.0,3250.0,550.0,1230.0,557.0,4.6424,312700.0,NEAR BAY,545.6763182189073,35.3127721904086,2.208258527827648,5.909090909090909
-122.03,37.86,29.0,3025.0,477.0,1035.0,452.0,6.112,390600.0,NEAR BAY,543.4074606756823,35.49076980529253,2.2898230088495577,6.3417190775681345
-122.04,37.85,27.0,6039.0,780.0,2181.0,761.0,9.5862,469400.0,NEAR BAY,543.1208389003733,34.360163252972924,2.865965834428384,7.742307692307692
-121.94,37.73,22.0,1980.0,291.0,861.0,290.0,6.2726,258200.0,<1H OCEAN,527.2567317736161,42.44446507203209,2.9689655172413794,6.804123711340206
-121.94,37.73,22.0,6719.0,1068.0,2843.0,994.0,6.1265,260300.0,<1H OCEAN,527.2567317736161,42.44446507203209,2.8601609657947686,6.2911985018726595
-121.93,37.73,23.0,2564.0,347.0,1043.0,351.0,6.2048,275000.0,<1H OCEAN,526.6889412381995,43.317652803958914,2.9715099715099713,7.389048991354467
-121.93,37.73,8.0,831.0,231.0,404.0,224.0,3.375,350000.0,<1H OCEAN,526.6889412381995,43.317652803958914,1.8035714285714286,3.5974025974025974
-121.95,37.74,19.0,1127.0,170.0,518.0,167.0,6.3325,250000.0,<1H OCEAN,528.6735971794085,41.449837959405635,3.1017964071856285,6.629411764705883
-121.95,37.74,19.0,5721.0,837.0,2653.0,813.0,6.2631,266000.0,<1H OCEAN,528.6735971794085,41.449837959405635,3.2632226322263223,6.835125448028674
-121.94,37.75,17.0,2559.0,370.0,1238.0,377.0,6.2781,269800.0,<1H OCEAN,528.9559813018296,42.234815213691725,3.283819628647215,6.916216216216216
-121.92,37.73,24.0,1407.0,327.0,501.0,295.0,2.4821,157200.0,<1H OCEAN,526.1220778793986,44.19107781203767,1.6983050847457628,4.302752293577981
-121.93,37.74,16.0,3326.0,419.0,1272.0,402.0,6.8806,343500.0,<1H OCEAN,527.5390683778304,43.20064831455636,3.1641791044776117,7.937947494033413
-121.94,37.75,16.0,5121.0,735.0,2464.0,761.0,6.6204,296100.0,<1H OCEAN,528.9559813018296,42.234815213691725,3.23784494086728,6.96734693877551
-121.97,37.79,17.0,5688.0,824.0,2111.0,773.0,6.6131,312500.0,<1H OCEAN,534.0572760973328,39.53148382736391,2.7309184993531694,6.902912621359223
